archivo,año_extraido,mes_extraido,dia,lluvia_mm,observacion_codigo
registro 03-2022.jpg,2022,Marzo,11,16.0,"Ξ07,30."
registro 03-2022.jpg,2022,Marzo,12,42.5,A.
registro 03-2022.jpg,2022,Marzo,13,0.0,A.
registro 03-2022.jpg,2022,Marzo,14,0.0,A.
registro 03-2022.jpg,2022,Marzo,15,0.0,"Ξ08,00."
registro 03-2022.jpg,2022,Marzo,16,0.0,A.
registro 03-2022.jpg,2022,Marzo,17,0.0,A.
registro 03-2022.jpg,2022,Marzo,18,16.3,A.
registro 03-2022.jpg,2022,Marzo,19,0.0,A.
registro 03-2022.jpg,2022,Marzo,20,0.0,A.
registro 03-2022.jpg,2022,Marzo,21,0.0,A.
registro 03-2022.jpg,2022,Marzo,22,65.5,A.
registro 03-2022.jpg,2022,Marzo,23,114.5,A.
registro 03-2022.jpg,2022,Marzo,24,48.0,A.
registro 03-2022.jpg,2022,Marzo,25,0.0,A.
registro 03-2022.jpg,2022,Marzo,26,0.0,"Ξ09,00."
registro 03-2022.jpg,2022,Marzo,27,0.0,"Ξ09,30."
registro 03-2022.jpg,2022,Marzo,28,0.0,A.
registro 03-2022.jpg,2022,Marzo,29,0.0,A.
registro 03-2022.jpg,2022,Marzo,30,16.0,A.
registro 03-2022.jpg,2022,Marzo,31,17.0,A.
registro 04-2022.jpg,2022,Alesil,1,0.0,A
registro 04-2022.jpg,2022,Alesil,2,0.0,A
registro 04-2022.jpg,2022,Alesil,3,0.0,
registro 04-2022.jpg,2022,Alesil,4,70.0,A / B°
registro 04-2022.jpg,2022,Alesil,5,0.0,≡ 09.30 •
registro 04-2022.jpg,2022,Alesil,6,5.5,A
registro 04-2022.jpg,2022,Alesil,7,2.5,•
registro 04-2022.jpg,2022,Alesil,8,28.0,A
registro 04-2022.jpg,2022,Alesil,9,0.0,≡ 10.00
registro 04-2022.jpg,2022,Alesil,10,0.0,≡ 09.00 A / B°
registro 04-2022.jpg,2022,Alesil,11,60.0,• A
registro 04-2022.jpg,2022,Alesil,12,70.0,• A
registro 04-2022.jpg,2022,Alesil,13,0.0,≡ 08.00
registro 04-2022.jpg,2022,Alesil,14,0.0,A
registro 04-2022.jpg,2022,Alesil,15,0.0,A
registro 04-2022.jpg,2022,Alesil,16,0.0,A
registro 04-2022.jpg,2022,Alesil,17,0.0,≡ 08.00
registro 04-2022.jpg,2022,Alesil,18,0.0,≡ 08.00
registro 04-2022.jpg,2022,Alesil,19,0.0,A
registro 04-2022.jpg,2022,Alesil,20,0.0,≡ 09.00
registro 04-2022.jpg,2022,Alesil,21,0.0,A •
registro 04-2022.jpg,2022,Alesil,22,30.0,A •
registro 04-2022.jpg,2022,Alesil,23,60.5,B • A
registro 04-2022.jpg,2022,Alesil,24,0.0,A
registro 04-2022.jpg,2022,Alesil,25,0.0,A
registro 04-2022.jpg,2022,Alesil,26,0.0,A
registro 04-2022.jpg,2022,Alesil,27,0.0,A
registro 04-2022.jpg,2022,Alesil,28,0.0,A 9 14.30
registro 04-2022.jpg,2022,Alesil,29,2.5,A •
registro 04-2022.jpg,2022,Alesil,30,0.0,A / B°
registro 04-2022.jpg,2022,Alesil,31,0.0,
registro 05-2022.jpg,2022,Mayo,1,51.0,"=09,00 / R°"
registro 05-2022.jpg,2022,Mayo,2,8.0,°
registro 05-2022.jpg,2022,Mayo,3,38.5,°9
registro 05-2022.jpg,2022,Mayo,4,7.5,°9
registro 05-2022.jpg,2022,Mayo,5,1.8,"=08,00"
registro 05-2022.jpg,2022,Mayo,6,0.0,"=09,30"
registro 05-2022.jpg,2022,Mayo,7,0.0,"=10,50"
registro 05-2022.jpg,2022,Mayo,8,0.0,"=08,30"
registro 05-2022.jpg,2022,Mayo,9,0.0,"=09,00"
registro 05-2022.jpg,2022,Mayo,10,3.0,°9
registro 05-2022.jpg,2022,Mayo,11,3.5,"=09,30"
registro 05-2022.jpg,2022,Mayo,12,0.0,"=09,30"
registro 05-2022.jpg,2022,Mayo,13,0.0,"=08,30"
registro 05-2022.jpg,2022,Mayo,14,0.0,A/B°9
registro 05-2022.jpg,2022,Mayo,15,25.0,9A
registro 05-2022.jpg,2022,Mayo,16,0.0,A
registro 05-2022.jpg,2022,Mayo,17,0.0,A
registro 05-2022.jpg,2022,Mayo,18,0.0,A
registro 05-2022.jpg,2022,Mayo,19,0.0,A
registro 05-2022.jpg,2022,Mayo,20,0.0,"=11,00"
registro 05-2022.jpg,2022,Mayo,21,0.0,"=09,30"
registro 05-2022.jpg,2022,Mayo,22,0.0,"=09,30"
registro 05-2022.jpg,2022,Mayo,23,0.0,"=08,00"
registro 05-2022.jpg,2022,Mayo,24,0.0,"=08,30"
registro 05-2022.jpg,2022,Mayo,25,0.0,A
registro 05-2022.jpg,2022,Mayo,26,0.0,9°
registro 05-2022.jpg,2022,Mayo,27,20.0,/9°
registro 05-2022.jpg,2022,Mayo,28,54.0,/9°
registro 05-2022.jpg,2022,Mayo,29,32.5,9°/B
registro 05-2022.jpg,2022,Mayo,30,6.6,A
registro 05-2022.jpg,2022,Mayo,31,0.0,A
registro 06-2022.jpg,2022,Junio,1,0.0,"908,00 / S°"
registro 06-2022.jpg,2022,Junio,2,2.5,A
registro 06-2022.jpg,2022,Junio,3,0.0,A
registro 06-2022.jpg,2022,Junio,4,0.0,"≡10,30"
registro 06-2022.jpg,2022,Junio,5,0.0,A
registro 06-2022.jpg,2022,Junio,6,0.0,90 / S
registro 06-2022.jpg,2022,Junio,7,25.5,"≡08,00"
registro 06-2022.jpg,2022,Junio,8,0.0,"≡11,30"
registro 06-2022.jpg,2022,Junio,9,0.0,"≡09,30 9°"
registro 06-2022.jpg,2022,Junio,10,0.6,A
registro 06-2022.jpg,2022,Junio,11,0.0,A
registro 06-2022.jpg,2022,Junio,12,0.0,"U≡09,00"
registro 06-2022.jpg,2022,Junio,13,0.0,"U≡09,30"
registro 06-2022.jpg,2022,Junio,14,0.0,"≡09,30"
registro 06-2022.jpg,2022,Junio,15,0.0,"≡08,00"
registro 06-2022.jpg,2022,Junio,16,0.0,"A / 9,00"
registro 06-2022.jpg,2022,Junio,17,46.2,A / S°
registro 06-2022.jpg,2022,Junio,18,0.0,"≡09,30"
registro 06-2022.jpg,2022,Junio,19,0.0,"≡08,30"
registro 06-2022.jpg,2022,Junio,20,0.0,"≡10,00"
registro 06-2022.jpg,2022,Junio,21,0.0,"≡08,00 / S°"
registro 06-2022.jpg,2022,Junio,22,15.2,A / S°
registro 06-2022.jpg,2022,Junio,23,5.6,"S° ≡10,00"
registro 06-2022.jpg,2022,Junio,24,0.0,"≡09,30"
registro 06-2022.jpg,2022,Junio,25,0.0,A
registro 06-2022.jpg,2022,Junio,26,0.0,A
registro 06-2022.jpg,2022,Junio,27,0.0,"≡09,30"
registro 06-2022.jpg,2022,Junio,28,0.0,A
registro 06-2022.jpg,2022,Junio,29,0.0,A
registro 06-2022.jpg,2022,Junio,30,0.0,"≡09,30"
registro 06-2022.jpg,2022,Junio,31,0.0,
registro 07-2022.jpg,2022,Julio,1,0.0,"≡09,00"
registro 07-2022.jpg,2022,Julio,2,0.0,A
registro 07-2022.jpg,2022,Julio,3,0.0,A
registro 07-2022.jpg,2022,Julio,4,0.0,A
registro 07-2022.jpg,2022,Julio,5,0.0,A
registro 07-2022.jpg,2022,Julio,6,0.0,A
registro 07-2022.jpg,2022,Julio,7,0.0,A
registro 07-2022.jpg,2022,Julio,8,0.0,A
registro 07-2022.jpg,2022,Julio,9,0.0,A
registro 07-2022.jpg,2022,Julio,10,0.0,R°
registro 07-2022.jpg,2022,Julio,11,0.0,R°
registro 07-2022.jpg,2022,Julio,12,15.0,A
registro 07-2022.jpg,2022,Julio,13,0.0,"A 921,00h"
registro 07-2022.jpg,2022,Julio,14,4.0,B°
registro 07-2022.jpg,2022,Julio,15,0.6,9°
registro 07-2022.jpg,2022,Julio,16,0.0,9°
registro 07-2022.jpg,2022,Julio,17,4.5,A
registro 07-2022.jpg,2022,Julio,18,8.0,"≡09,30 B°"
registro 07-2022.jpg,2022,Julio,19,0.0,A
registro 07-2022.jpg,2022,Julio,20,0.0,A
registro 07-2022.jpg,2022,Julio,21,0.0,A
registro 07-2022.jpg,2022,Julio,22,0.0,A
registro 07-2022.jpg,2022,Julio,23,0.0,A
registro 07-2022.jpg,2022,Julio,24,0.0,A
registro 07-2022.jpg,2022,Julio,25,0.0,A
registro 07-2022.jpg,2022,Julio,26,0.0,A
registro 07-2022.jpg,2022,Julio,27,0.0,A
registro 07-2022.jpg,2022,Julio,28,0.0,A
registro 07-2022.jpg,2022,Julio,29,5.0,9°
registro 07-2022.jpg,2022,Julio,30,0.0,"≡09,30"
registro 07-2022.jpg,2022,Julio,31,0.0,"≡09,30"
registro lluvia 12 - 22.jpg,2022,Diciembre,1,0.0,B.
registro lluvia 12 - 22.jpg,2022,Diciembre,2,9.0,A.
registro lluvia 12 - 22.jpg,2022,Diciembre,3,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,4,6.5,"=07,30"
registro lluvia 12 - 22.jpg,2022,Diciembre,5,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,6,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,7,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,8,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,9,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,10,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,11,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,12,6.0,B.
registro lluvia 12 - 22.jpg,2022,Diciembre,13,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,14,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,15,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,16,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,17,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,18,0.0,A.
registro lluvia 12 - 22.jpg,2022,Diciembre,19,1.0,A B.
registro lluvia 12 - 22.jpg,2022,Diciembre,20,3.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,21,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,22,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,23,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,24,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,25,0.0,B.
registro lluvia 12 - 22.jpg,2022,Diciembre,26,4.5,A
registro lluvia 12 - 22.jpg,2022,Diciembre,27,0.0,B.
registro lluvia 12 - 22.jpg,2022,Diciembre,28,8.5,A
registro lluvia 12 - 22.jpg,2022,Diciembre,29,0.0,"=07,30"
registro lluvia 12 - 22.jpg,2022,Diciembre,30,0.0,A
registro lluvia 12 - 22.jpg,2022,Diciembre,31,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,1,15.0,A
registro lluvias 11-22.jpg,2022,Noviembre,2,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,3,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,4,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,5,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,6,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,7,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,8,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,9,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,10,0.0,A.
registro lluvias 11-22.jpg,2022,Noviembre,11,3.5,A.
registro lluvias 11-22.jpg,2022,Noviembre,12,0.0,A./
registro lluvias 11-22.jpg,2022,Noviembre,13,56.0,•/S
registro lluvias 11-22.jpg,2022,Noviembre,14,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,15,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,16,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,17,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,18,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,19,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,20,0.0,•
registro lluvias 11-22.jpg,2022,Noviembre,21,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,22,9.0,A•
registro lluvias 11-22.jpg,2022,Noviembre,23,1.0,"=08,00"
registro lluvias 11-22.jpg,2022,Noviembre,24,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,25,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,26,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,27,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,28,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,29,0.0,A
registro lluvias 11-22.jpg,2022,Noviembre,30,0.0,"S917,00h"
registro lluvias 11-22.jpg,2022,Noviembre,31,0.0,
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,1,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,2,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,3,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,4,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,5,16.5,9°
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,6,16.5,°
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,7,28.5,A°
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,8,2.0,"=08,30"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,9,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,10,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,11,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,12,0.0,"=08,30"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,13,3.8,A9°
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,14,3.8,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,15,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,16,12.0,"=08,00 9°/5"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,17,12.0,9°
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,18,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,19,0.0,"=08,30"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,20,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,21,0.0,"=08,30"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,22,0.0,"=08,30"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,23,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,24,0.0,A9
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,25,24.0,定。
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,26,20.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,27,0.0,"=09,30"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,28,0.0,"=09,30"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,29,0.0,"=09,00"
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,30,0.0,A
REGISTRO LLUVIA ABRIL 2023 001.bmp,2023,Abril,31,0.0,
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,1,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,2,0.0,A / B°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,3,12.0,A / B°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,4,25.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,5,0.0,A°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,6,7.3,A°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,7,43.0,B°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,8,30.3,"905,00"
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,9,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,10,10.0,B°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,11,2.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,12,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,13,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,14,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,15,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,16,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,17,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,18,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,19,0.0,A9
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,20,0.0,"907,00/B°"
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,21,25.3,"≡08,30"
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,22,0.0,"≡08,30"
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,23,23.5,B°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,24,4.5,A / B°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,25,60.5,B°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,26,7.5,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,27,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,28,0.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,29,10.0,A°
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,30,23.0,A
REGISTRO LLUVIA DICIEMBRE 2023 001.jpg,2023,Diciembre,31,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,1,0.0,A°
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,2,31.2,A°
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,3,1.8,• A S
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,4,8.5,"=07,30 A"
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,5,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,6,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,7,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,8,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,9,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,10,0.0,A°
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,11,17.8,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,12,0.0,A S°
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,13,3.0,A S°
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,14,9.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,15,0.0,A°
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,16,2.4,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,17,0.0,"A S 918,00 h"
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,18,0.0,A A°
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,19,35.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,20,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,21,0.0,A S 9
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,22,0.0,"S 903,00 A"
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,23,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,24,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,25,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,26,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,27,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,28,0.0,A
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,29,0.0,A°
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,30,8.0,"=07,30"
REGISTRO LLUVIA ENERO 2023 001.jpg,2023,Enero,31,2.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,1,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,2,0.0,R°
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,3,18.0,°
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,4,2.0,"≡08,00"
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,5,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,6,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,7,0.0,
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,8,0.0,
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,9,0.0,R°
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,10,12.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,11,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,12,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,13,0.0,9°B
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,14,23.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,15,0.0,A/B°
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,16,3.2,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,17,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,18,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,19,0.0,9
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,20,0.0,"≡08,00"
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,21,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,22,0.0,A/B°
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,23,13.8,A9°
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,24,5.3,
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,25,0.0,
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,26,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,27,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,28,0.0,A
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,29,0.0,
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,30,0.0,
REGISTRO LLUVIA FEBRERO 2023 001.jpg,2023,Febrero,31,0.0,
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,1,0.0,"E 10,00"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,2,0.0,"E 08,00"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,3,0.0,"E 08,00"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,4,0.0,"E 08,00"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,5,0.0,"E 09,30"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,6,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,7,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,8,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,9,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,10,0.0,
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,11,38.0,B
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,12,1.5,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,13,9.0,9°
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,14,1.0,A 9°
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,15,18.5,9°
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,16,8.5,9°
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,17,7.5,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,18,0.0,"E 09,30"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,19,0.0,"E 09,00"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,20,0.0,"E 09,00"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,21,0.0,A 9
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,22,0.0,"E 08,30 • B"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,23,27.0,B 9
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,24,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,25,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,26,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,27,0.0,"E 09,00"
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,28,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,29,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,30,0.0,A
REGISTRO LLUVIA JUNIO 2023 001.jpg,2023,Junio,31,0.0,
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,1,0.0,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,2,0.0,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,3,4.5,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,4,8.0,A°
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,5,2.0,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,6,0.0,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,7,0.0,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,8,0.0,A / B°
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,9,32.8,"A 9 17,00h"
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,10,0.0,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,11,0.0,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,12,0.0,A
REGISTRO LLUVIA MARZO 2023 001.jpg,2023,Marzo,13,0.0,A R°
